,product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,fit,size_number,size_model,cotton,spandex,polyester,elastomultiester
14,938875013,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,13,denim_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
15,938875013,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,13,pale_denim_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
16,979945009,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,9,denim_blue,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
17,979945009,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,9,black,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
18,979945009,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,9,light_gray,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
19,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,black,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
20,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,light_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
21,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,dark_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
22,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,dark_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
23,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
24,985159001,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,1,dark_gray,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
25,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
26,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,light_denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
27,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,black_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
28,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,white,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
29,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,black_washed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
30,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,dark_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
31,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,black_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
32,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,dark_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
33,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,dark_blue_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
34,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
35,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,black,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
36,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,denim_gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
37,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,light_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
38,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,light_denim_gray_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
39,690449022,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,22,gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
40,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
41,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,light_denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
42,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,black_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
43,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,white,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
44,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,black_washed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
45,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,dark_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
46,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,black_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
47,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,dark_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
48,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,dark_blue_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
49,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
50,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,black,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
51,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,denim_gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
52,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,light_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
53,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,light_denim_gray_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
54,690449036,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,36,gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
55,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
56,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,light_denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
57,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,black_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
58,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,white,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
59,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,black_washed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
60,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,dark_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
61,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,black_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
62,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,dark_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
63,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,dark_blue_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
64,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
65,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,black,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
66,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,denim_gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
67,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,light_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
68,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,light_denim_gray_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
69,690449051,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,51,gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
70,979945002,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,2,denim_blue,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
71,979945002,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,2,black,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
72,979945002,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,2,light_gray,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
73,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
74,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,light_denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
75,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,black_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
76,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,white,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
77,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,black_washed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
78,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,dark_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
79,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,black_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
80,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,dark_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
81,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,dark_blue_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
82,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
83,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,black,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
84,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,denim_gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
85,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,light_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
86,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,light_denim_gray_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
87,690449043,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,43,gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
88,1024256008,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,8,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
89,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,black,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
90,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,light_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
91,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,dark_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
92,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,dark_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
93,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
94,985159004,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,4,dark_gray,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
95,1024256007,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,7,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
96,1024256005,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,5,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
97,1024256003,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,3,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
98,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
99,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,light_denim_blue,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
100,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,black_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
101,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,white,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
102,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,black_washed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
103,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,dark_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
104,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,black_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
105,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,dark_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
106,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,dark_blue_washed_out,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
107,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
108,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,black,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
109,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,denim_gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
110,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,light_denim_blue_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
111,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,light_denim_gray_trashed,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
112,690449056,men_jeans_ripped,skinny_jeans,39.99,2022-04-19 13:17:23,690449,56,gray,skinny_fit,187.0,size 32/32,0.98,0.02,0.0,0.0
113,979945003,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,3,denim_blue,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
114,979945003,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,3,black,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
115,979945003,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,3,light_gray,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
116,1024256006,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,6,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
117,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,black,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
118,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,light_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
119,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,dark_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
120,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,dark_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
121,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
122,985159005,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,5,dark_gray,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
123,1004199002,men_jeans_skinny,skinny_cropped_jeans,29.99,2022-04-19 13:17:23,1004199,2,light_denim_blue,skinny_fit,185.0,size 31,0.99,0.01,0.0,0.0
124,1004199004,men_jeans_skinny,skinny_cropped_jeans,29.99,2022-04-19 13:17:23,1004199,4,light_denim_blue,skinny_fit,185.0,size 31,0.99,0.01,0.0,0.0
125,979945001,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,1,denim_blue,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
126,979945001,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,1,black,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
127,979945001,men_jeans_loose,loose_jeans,39.99,2022-04-19 13:17:23,979945,1,light_gray,loose_fit,180.0,size 31/32,1.0,0.0,0.0,0.0
128,1004199005,men_jeans_skinny,skinny_cropped_jeans,29.99,2022-04-19 13:17:23,1004199,5,light_denim_blue,skinny_fit,185.0,size 31,0.99,0.01,0.0,0.0
129,1008110001,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,1,dark_denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
130,1008110001,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,1,black_no_fade_black,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
131,1008110001,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,1,light_denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
132,1008110001,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,1,denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
133,1024256004,men_jeans_slim,slim_jeans,19.99,2022-04-19 13:17:23,1024256,4,denim_blue,slim_fit,188.0,size 31/32,0.99,0.01,0.0,0.0
134,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,black,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
135,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,light_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
136,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,dark_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
137,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,dark_denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
138,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,denim_blue,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
139,985159006,men_jeans_skinny,skinny_jeans,19.99,2022-04-19 13:17:23,985159,6,dark_gray,skinny_fit,187.0,size 31/32,0.99,0.01,0.0,0.0
140,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,light_denim_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
141,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,white,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
142,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,dark_gray,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
143,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,black,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
144,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,light_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
145,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,denim_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
146,938875007,men_jeans_slim,slim_tapered_jeans,39.99,2022-04-19 13:17:23,938875,7,pale_denim_blue,slim_fit,187.0,size 31/32,0.98,0.02,0.0,0.0
147,1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,8,light_denim_blue,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
148,1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,8,denim_blue,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
149,1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,8,dark_gray,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
150,1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,8,dark_blue,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
151,1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,8,black,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
152,927964002,men_jeans_regular,regular_tapered_crop_jeans,19.99,2022-04-19 13:17:23,927964,2,black,regular_fit,188.0,size 31,1.0,0.0,0.0,0.0
153,1008110002,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,2,dark_denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
154,1008110002,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,2,black_no_fade_black,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
155,1008110002,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,2,light_denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
156,1008110002,men_jeans_slim,freefit®_slim_jeans,49.99,2022-04-19 13:17:23,1008110,2,denim_blue,slim_fit,188.0,size 31/32,0.89,0.02,0.0,0.09
157,1013317010,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,10,light_denim_blue,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
158,1013317010,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,10,denim_blue,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
159,1013317010,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2022-04-19 13:17:23,1013317,10,dark_gray,regular_fit,187.0,size L,0.79,0.01,0.2,0.0
